# TENUKI translation cache — do not edit manually
# Saved: 2026-04-19T08:39:52.8335200Z  Entries: 49977
上官梅，血战一场最终得胜而归。两人因此结下了深仇大恨。	ซ่างกวนเหมย สู้รบอย่างดุเดือดจนได้รับชัยชนะและกลับมา ทั้งสองจึงผูกพยาบาทกันอย่างลึกซึ้ง
上官梅，血战一场最终铩羽而归。	ซ่างกวนเหมย สู้รบอย่างดุเดือดแต่สุดท้ายก็ต้องล่าถอย
上官汇九，血战一场最终得胜而归。	ซ่างกวนฮุ่ยจิ่ว สู้รบอย่างดุเดือดและได้รับชัยชนะในที่สุด
上官穗内	ซ่างกวนซุ่ยภายใน
上官穗内在乐山镇欲窃取峨眉	ซ่างกวนซุ่ยกำลังคิดจะขโมยง้อไบ๊ในเมืองเล่อซาน
上官穗内在仙霞派东方袭击了峨眉	ซ่างกวนซุ่ยบุกโจมตีง้อไบ๊จากทิศตะวันออกของสำนักเซียนเซี่ย
上官穗内在仙霞派北方袭击了铁掌	ซ่างกวนซุ่ยโจมตีไท่จ่างทางทิศเหนือของสำนักเซียนเซี่ย
上官穗内在仙霞派袭击了阎罗	ซ่างกวนซุ่ยบุกโจมตีเหยียนหลัวด้วยวิชาเซียนเซี่ย
上官穗内在仙霞派西方袭击了茅山	ซ่างกวนซุ่ยบุกโจมตีเมา่ซานจากทางทิศตะวันตกของสำนักเซียนเซี่ย
上官穗内在佛山镇北方袭击了金刚	ซ่างกวนซุ่ยโจวโจมตีจินกังทางเหนือของเมืองฝอซาน
上官穗内在巴陵村东方袭击了江湖	ซ่างกวนซุ่ยโจมตีจางฮูจากหมู่บ้านปาหลิงทางทิศตะวันออก
上官穗内在巴陵村东方袭击了金刚	ซ่างกวนซุ่ยโจมตีจินกังที่หมู่บ้านปาหลิงทางทิศตะวันออก
上官穗内在巴陵村袭击了武当	ซ่างกวนซุ่ยเข้าโจมตีตงกวนที่หมู่บ้านปาหลิง
上官穗内在成都东方袭击了蓬莱	ซ่างกวนซุ่ยบ่ายโจมตีเผิงไหลที่เฉิงตู
上官穗内的	ซ่างกวนซุ่ยเน่ย
上官穗内，血战一场最终得胜而归。两人因此结下了深仇大恨。	ซ่างกวนซุ่ยได้เข้าร่วมการต่อสู้ที่ดุเดือดและได้รับชัยชนะกลับมา ทั้งสองจึงเกิดความแค้นเคืองอย่างลึกซึ้ง
上官艳绿	ซ่างกวนเยี่ยนลวี่
上官艳绿，使其中毒加深ZMCZ点。两人因此结下了深仇大恨。	อ่างกวนเยี่ยนลวี่ ทำให้พิษในนั้นลึกซึ้งขึ้น ZMCZ ทั้งสองจึงผูกแค้นกันอย่างลึกซึ้ง
上官艳绿，最终未能得逞。	ซ่างกวนเยี่ยนลวี่ สุดท้ายก็ไม่สำเร็จ
上官芒方	ซ่างกวน หมางฟาง
上官芒方在武当派欲下毒暗害武当	ซ่างกวนหมังฟางคิดจะวางยาพิษเพื่อทำร้ายสำนักบู๊ตึ๊ง
上官芒方在武当派欲偷师武当	ซ่างกวนหมังฟางต้องการแอบเรียนวิทยายุทธ์ของสำนักบู๊ตึ๊ง
上官芒方在武当派欲抢夺武当	ซ่างกวนหมังฟางต้องการช่วงชิงวิชาของสำนักบู๊ตึ๊ง
上官芒方在武当派袭击了少林	ซ่างกวนหมังฟางโจมตีวัดเส้าหลินจากสำนักบู๊ตึ๊ง
上官芒方在武当派袭击了武当	ซ่างกวนหมังฟางโจมตีสำนักบู๊ตึ๊งที่บู๊ตึ๊ง
上官芒方的	ซ่างกวนหมังฟาง
上官芒方的ZMCZ银两，最终成功得手。	เงินเหรียญเงินของซ่างกวนหมังฟางถูกได้มาอย่างสมบูรณ์ในที่สุด
上官芒方，血战一场最终得胜而归。	ซ่างกวนหมังฟาง ได้เข้าสู่สมรภูมิเลือดเพื่อชัยชนะและกลับมาอย่างผู้ชนะ
上官表棉	ซ่างกวน เปี่ยวเหมียน
上官陆在聚义门南方袭击了仙霞	ซ่างกวนลู่โจมตีเซียนเสียทางใต้ของประตูจวี้อี้
上官难单	ซ่างกวน หนานตาน
上官雯	ซ่างกวนเหวิน
上官雯在少林寺北方袭击了天山	ซ่างกวนเหวินโจมตีเทียนซานทางทิศเหนือของวัดเส้าหลิน
上官雯在少林寺北方袭击了江湖	ซ่างกวนเหวินโจมตียุทธภพทางทิศเหนือของวัดเส้าหลิน
上官雯在少林寺欲下毒暗害少林	ซ่างกวนเหวินวางแผนวางยาพิษเพื่อทำร้ายวัดเส้าหลิน
上官雯在少林寺欲偷师少林	ซ่างกวนเหวินคิดจะแอบเรียนวิชาจากวัดเส้าหลิน
上官雯在少林寺西方袭击了阎罗	ซ่างกวนเหวินโจมตีเหยียนหลัวทางทิศตะวันตกของวัดเส้าหลิน
上官雯在幽州西方袭击了阎罗	ซ่างกวนเหวินโจมตีเหยียนหลัวทางทิศตะวันตกของโยวโจว
上官雯在晋阳欲窃取天山	ซ่างกวนเหวินหมายจะขโมยเทียนซานที่จิ้นหยาง
上官雯在茅山派西方袭击了江湖	ซ่างกวนเหวินโจมตียุทธภพทางทิศตะวันตกของสำนักเหมาวซาน
上官雯在襄垣村北方袭击了长乐	ซ่างกวนเหวินโจมตีฉางเล่อทางทิศเหนือของหมู่บ้านเซียงหยวน
上官雯在襄垣村北方袭击了霸刀	ซ่างกวนเหวินเข้าโจมตีสำนักดาบทรราชทางทิศเหนือของหมู่บ้านเซียงหยวน
上官雯在金龙帮东方袭击了江湖	ซ่างกวนเหวินโจมตียุทธภพทางทิศตะวันออกของสำนักมังกรทอง
上官雯在金龙帮南方袭击了五毒	ซ่างกวนเหวินโจมตีห้าพิษทางใต้ของแก๊งมังกรทอง
上官雯在金龙帮袭击了江湖	ซ่างกวนเหวินเข้าโจมตียุทธภพด้วยกลุ่มจินหลง
上官雯在金龙帮袭击了金龙	ซ่างกวนเหวินโจมตีจินหลง帮
上官雯在金龙帮西方袭击了江湖	ซ่างกวนเหวินโจมตียุทธภพทางทิศตะวันตกของพรรคจินหลง
上官雯在金龙帮西方袭击了金刚	ซ่างกวนเหวินโจมตีจินกังทางทิศตะวันตกของแก๊งมังกรทอง
上官雯，血战一场最终得胜而归。	ซ่างกวนเหวิน ชนะศึกอันดุเดือดและกลับมาอย่างผู้ชนะ
上官雯，血战一场最终铩羽而归。	ซ่างกวนเหวิน สู้รบอย่างดุเดือดแต่สุดท้ายก็ต้องล่าถอย
上官雯，血战一场最终铩羽而归。两人因此结下了深仇大恨。	ซ่างกวนเหวิน สู้รบอย่างดุเดือดแต่สุดท้ายก็พ่ายแพ้ ทั้งสองจึงผูกพยาบาทกันอย่างลึกซึ้ง
上廉泉	ซ่างเหลียนฉวน
上次在成都未能捉住思中澜，实在可惜。此后我方小队继续一路追踪，终于将他堵截在大理城内。	ครั้งก่อนที่เฉิงตู ข้ามิอาจจับตัวซือจงหลานได้ น่าเสียดายยิ่งนัก หลังจากนั้นทีมของข้าก็ติดตามต่อไป จนกระทั่งสามารถปิดล้อมเขาได้ในเมืองต๋าหลี่
上清气功	วิทยายุทธ์ภายในขั้นสูง
上脘	ซ่างวาน
上轻车都尉	รองนายทหารม้า
上进行了下毒。	เขาได้วางยาพิษลงไป
上门讨债	ทวงหนี้ถึงที่
上高楼	ขึ้นตึกสูง
下	ต่ำ
下一场	รอบถัดไป
下一等级 仓储容量+ZMCZ	เลเวลถัดไป: ความจุคลังเก็บ +ZMCZ
下一等级 全员内功+ZMCZ	เลเวลถัดไป พลังภายในของทุกคน +ZMCZ
下一等级 全员力道+ZMCZ	เลเวลถัดไป ทุกคนกำลังแขน+ZMCZ
下一等级 全员射术+ZMCZ	เลเวลถัดไป ทุกคนเพิ่มการยิงธนู +ZMCZ
下一等级 全员拳掌+ZMCZ	เลเวลถัดไป ทุกคน หมัด +ZMCZ
下一等级 全员智力+ZMCZ	เลเวลถัดไป ทุกคนปัญญา +ZMCZ
下一等级 全员灵巧+ZMCZ	เลเวลถัดไป ทุกคนความคล่องตัว +ZMCZ
下一等级 全员经脉+ZMCZ	เลเวลถัดไป เส้นลมปราณของทุกคน +ZMCZ
下一等级 区域上限+ZMCZ	ระดับถัดไป: ขีดจำกัดพื้นที่ +ZMCZ
下一等级 射术经验+ZMCZ%	เลเวลถัดไป: ประสบการณ์การยิงธนู +ZMCZ%
下一等级 建造速度+ZMCZ%	เลเวลถัดไป ความเร็วในการสร้าง +ZMCZ%
下一等级 弟子上限+ZMCZ	ระดับถัดไป: จำนวนศิษย์สูงสุด +ZMCZ
下一等级 弟子功绩+ZMCZ%	เลเวลถัดไป: ผลงานศิษย์ +ZMCZ%
下一等级 恢复效率+ZMCZ%	เลเวลถัดไป: ประสิทธิภาพการฟื้นฟู +ZMCZ%
下一等级 旅行速度+ZMCZ%	เลเวลถัดไป ความเร็วในการเดินทาง +ZMCZ%
下一等级 理论经验+ZMCZ%	เลเวลถัดไป: ประสบการณ์ตามทฤษฎี +ZMCZ%
下一等级 资源点产量+ZMCZ%	เลเวลถัดไป ปริมาณทรัพยากร +ZMCZ%
下一等级 轻功经验+ZMCZ%	เลเวลถัดไป วิชาตัวเบา +ZMCZ%
下一议题	วาระถัดไป
下一轮	รอบถัดไป
下关	ด่านถัดไป
下品	ต่ำ
下山游历	ท่องเที่ยวนอกเมือง
下次发了月俸我再请你喝酒！	คราวหน้าได้รับเงินเดือน ข้าจะเลี้ยงเหล้าเจ้า!
下毒	วางยาพิษ
下毒 ZMCZ	วางยาพิษ ZMCZ
下毒中...	กำลังวางยาพิษ...
下毒暗害	การวางยาพิษและการทำร้ายลับหลัง
下注	วางเดิมพัน
下脘	ต่ำกลาง
下落不明	สูญหาย
下轮	รอบถัดไป
不久之前，我武当派治下的江陵遭逐鹿盟大军奇袭，不幸失守。	ไม่นานมานี้ เจียงหลิงภายใต้การปกครองของสำนักบู๊ตึ๊งถูกกองทัพพันธมิตรจูหลู่เข้าโจมตีอย่างไม่คาดฝันและเสียการป้องกันไปอย่างน่าเสียดาย
不久前刚打探好通路，准备潜入其藏经阁内一饱眼福，	เมื่อครู่เพิ่งสืบหาเส้นทางได้สำเร็จ เตรียมจะแฝงตัวเข้าไปในหอคัมภีร์เพื่อชมความงามให้เต็มตา
不仅价钱实惠，而且定能竭智尽忠，替您分忧解难！	ไม่เพียงแต่ราคาคุ้มค่า แต่ยังจะทุ่มเทสติปัญญาและภักดีเพื่อช่วยท่านคลายทุกข์แก้ปัญหา!
不仅对本门发展大有裨益，日后进攻仙霞派时也会更为轻松。	ไม่เพียงแต่จะเป็นประโยชน์ต่อการพัฒนาของสำนักเราเท่านั้น แต่ยังจะทำให้การโจมตีสำนักเซียนเสียในภายภาคหน้าเป็นเรื่องง่ายดายยิ่งขึ้นด้วย
不仅对本门发展大有裨益，日后进攻唐门时也会更为轻松。	ไม่เพียงแต่จะเป็นประโยชน์ต่อการพัฒนาของสำนักเราเท่านั้น แต่ยังจะทำให้การโจมตีตระกูลถังในอนาคตง่ายดายยิ่งขึ้นอีกด้วย
不仅对本门发展大有裨益，日后进攻巴陵村时也会更为轻松。	ไม่เพียงแต่จะเป็นประโยชน์ต่อการพัฒนาของสำนักเราเท่านั้น แต่ยังจะทำให้การโจมตีหมู่บ้านปาหลิงในอนาคตง่ายดายยิ่งขึ้นด้วย
不仅对本门发展大有裨益，日后进攻成都时也会更为轻松。	ไม่เพียงแต่จะเป็นประโยชน์ต่อการพัฒนาของสำนักเราเท่านั้น แต่ยังจะทำให้การโจมตีเมืองเฉิงตูในภายภาคหน้าเป็นเรื่องง่ายดายยิ่งขึ้นด้วย
不代表游戏最终品质	ไม่ได้หมายความว่าคุณภาพสุดท้ายของเกม
不会又背着师傅偷偷溜下山了吧！	เจ้าคงแอบหนีลงจากเขาไปโดยไม่บอกท่านอาจารย์อีกแล้วกระมัง!
不信咱们问问จาง师弟！	ไม่เชื่อลองถามท่านจางสือตี้ดูสิ!
不动如山	นิ่งดุจภูผา
不动明王功	อานุภาพพระมหาเทพผู้ไม่เคลื่อนไหว
不可亲密	ไม่สนิทสนม
不可招募	ไม่สามารถรับสมัครได้
不可能	เป็นไปไม่ได้
不同级别之间，大抵可产生一对二乃至一对三以上的差距。	ระหว่างระดับที่ต่างกัน อาจเกิดความแตกต่างตั้งแต่หนึ่งต่อสองไปจนถึงหนึ่งต่อสามหรือมากกว่านั้น
不堪一击	ต้านทานไม่ไหว
不如那些为功名利禄和天下第一而疲于奔命之人呢？	หรือจะเปรียบกับผู้ที่ตรากตรำเพื่อชื่อเสียงและลาภยศ หรือเพื่อเป็นหนึ่งในใต้หล้าเล่า?
不妨一看	ลองดูสักหน่อยสิ
不妨与我二人一道把酒言欢，共话桑麻，意下如何？	เชิญร่วมดื่มสังสรรค์กับข้าและเจ้า เพื่อพูดคุยเรื่องราวต่างๆ ท่านคิดเห็นเช่นไร?
不妨在此地细细搜寻一番，兴许能找到这些家伙的踪迹。	ลองค้นหาดูรอบๆ ที่นี่ บางทีอาจจะพบร่องรอยของพวกมัน
不妨披挂上马，大展雄威，与其他参赛者一较高下。	ลองสวมชุดและขึ้นม้าเพื่อแสดงความเกรียงไกร และประลองฝีมือกับผู้เข้าแข่งขันคนอื่นดูเถิด
不妨让本医师替你诊治一番，必能妙手回春，药到病除。	ขอให้ข้าหมอผู้นี้ช่วยตรวจรักษาให้เจ้าเถิด รับรองว่าฝีมือจะช่วยให้ฟื้นคืนชีพได้ ยาจะช่วยให้โรคหายสิ้น
不客气了	ไม่เป็นไร
不容	มิอาจ
不屈	ไม่ยอมแพ้
不屈(永久)	ไม่ยอมแพ้(ถาวร)
不屈+ZMCZ%	ไม่ยอมแพ้ +ZMCZ%
不屈:(ZMCZ回合)	ไม่ยอมแพ้:(รอบ ZMCZ)
不屈[ZMCZ合]	ไม่ยอมแพ้[ZMCZรอบ]
不幸	โชคร้าย
不得到辽西	ไม่ได้รับเหลียวซี
不必客气	ไม่ต้องเกรงใจ
不必，你留着吧	ไม่จำเป็น เจ้าเก็บไว้เถิด
不怕จาง师弟嘲笑，我适才突觉饥饿难耐，正准备去寻觅些美食酒饮。	ไม่กลัวว่าน้องจางจะเยาะเย้ย ข้าเพิ่งรู้สึกหิวโหยอย่างหนัก กำลังจะไปหาอาหารและสุรามาดื่ม
不怕จาง弟嘲笑，我适才突觉饥饿难耐，正准备去寻觅些美食酒饮。	ไม่กลัวน้องจางจะเยาะเย้ย ข้าเพิ่งรู้สึกหิวจนทนไม่ไหว กำลังจะไปหาอาหารและสุราสักหน่อย
不愈	ไม่หาย
不愈+ZMCZ%	ไม่หาย +ZMCZ%
不愈:(ZMCZ回合)	ไม่หาย:(รอบ ZMCZ)
不愈[ZMCZ合]	ไม่หาย[ZMCZรอบ]
不愈劣质软弓	คันธนูอ่อนด้อยคุณภาพ
不感兴趣	ไม่สนใจ
不愿成为傀儡	ไม่ปรารถนาจะเป็นหุ่นเชิด
不懈突破	ทะลวงอย่างไม่ย่อท้อ
不成想刚进门，便被一群埋伏多时的官差团团围住，	มิคาดคิดว่าเพิ่งก้าวเข้าประตู ก็ถูกกลุ่มเจ้าหน้าที่ที่ซุ่มโจมตีรายล้อมไว้เป็นวง
不打扰了	ไม่รบกวนแล้ว
不择手段	ไม่เลือกวิธีการ
不敢不敢	ไม่กล้าหรอก
不敢过临洮	ไม่กล้าข้ามหลินเถา
不晚不晚，หวัง掌门来得正好。	ไม่ช้าไม่เร็ว ท่านเจ้าสำนักหวังมาได้จังหวะพอดี
不求同年同月生，但求同月同日死！	ไม่ขอเกิดเดือนเดียวกันวันเดียวกัน แต่ขอตายเดือนเดียวกันวันเดียวกัน!
不求回报	ไม่หวังผลตอบแทน
不用客气	ไม่ต้องเกรงใจ
不知จาง少侠可否成人之美，将这	ไม่ทราบว่าจอมยุทธจางจะสามารถทำตามความปรารถนาของมนุษย์ได้หรือไม่ จะนำสิ่งนี้
不知จาง少侠可有耳闻：	ไม่ทราบว่าจอมยุทธจางเคยได้ยินเรื่องนี้หรือไม่
不知หลง少侠可否成人之美，将这	ไม่ทราบว่าจอมยุทธหลงจะยอมทำเพื่อความงามของมนุษย์หรือไม่ จะนำสิ่งนี้ไป
不知หลง少侠可有耳闻：	ไม่ทราบว่าจอมยุทธหลงเคยได้ยินเรื่องนี้หรือไม่
不知หลง师弟可有耳闻：	ไม่ทราบว่าน้องหลงเคยได้ยินเรื่องนี้หรือไม่
不知หลง弟可有耳闻：	ไม่ทราบว่าน้องหลงเคยได้ยินเรื่องนี้หรือไม่
不知เสี่ยวตู้弟是否愿意在旁做个援手？	ไม่รู้ว่าน้องตู้จะยินดีช่วยอยู่ข้างๆ หรือไม่?
不知不觉天色已晚，咱们改日再叙，告辞！	ไม่รู้ตัวเลยว่าฟ้ามืดแล้ว ไว้เราค่อยพบกันใหม่ ข้าขอลา!
不知不觉杯盘狼藉，夜色已浓，也该是回房休息的时候了。	ไม่รู้ตัวไปแล้วว่าโต๊ะอาหารยุ่งเหยิง ยามค่ำคืนก็ลึกซึ้ง ถึงเวลาที่ควรกลับห้องพักผ่อนแล้ว
不知何处吹芦管	ไม่รู้ว่าที่ใดเป่าปี่
不知大侠想雇佣何种级别的武师进行陪练？	ไม่ทราบว่าจอมยุทธต้องการจ้างวิทยายุทธ์ระดับใดมาฝึกซ้อมด้วยขอรับ?
不知对于“医术”一事，	ไม่ทราบว่าเกี่ยวกับ "การแพทย์" นั้น
不知对于“木植”一事，	ไม่ทราบว่าเกี่ยวกับเรื่องการเก็บเกี่ยว
不知对于“采伐”一事，	ไม่ทราบว่าสำหรับเรื่องการสกัดนั้น
不知对于“锻造”一事，	ไม่ทราบว่าเกี่ยวกับการตีเหล็กนั้น
不知屠姐之“学识”，	ไม่รู้ความรู้ของพี่ถู
不知师傅可有耳闻：	ไม่ทราบว่าท่านอาจารย์เคยได้ยินเรื่องนี้หรือไม่
不知师傅此次想传授我何种武学？	ท่านอาจารย์ตั้งใจจะถ่ายทอดวิทยายุทธ์ใดให้ข้าในครั้งนี้?
不知师兄弟们烹饪准备的如何，待我瞧上一瞧。	ไม่รู้ว่าสหายร่วมสำนักเตรียมการทำอาหารไปถึงไหนแล้ว ข้าจะไปดูให้
不知徒儿可否成人之美，将这	ไม่รู้ว่าศิษย์จะเติบโตเป็นคนดีได้หรือไม่ ขอส่งสิ่งนี้ให้เจ้า
不知掌门可否成人之美，将这	ไม่ทราบว่าท่านเจ้าสำนักจะเมตตาให้ข้าได้...
不知掌门师弟此次想传授我何种武学？	ไม่รู้ว่าศิษย์น้องเจ้าสำนักครั้งนี้ต้องการจะถ่ายทอดวิทยายุทธ์ใดให้ข้า?
不知施主可否布施一些银两，以作为本帮营造屋舍，施粥义诊等救贫济困之用。	ไม่ทราบว่าท่านผู้มีจิตศรัทธาจะเมตตาบริจาคเงินสักเล็กน้อย เพื่อนำไปใช้ในการสร้างที่พักอาศัย จัดแจงการแจกจ่ายอาหารและตรวจรักษาผู้ยากไร้ได้หรือไม่
不知施主可否布施些银两，以作为本观传经说法，炼丹撰符等修仙寻道之用。	ไม่ทราบว่าท่านผู้มีจิตศรัทธาจะเมตตาบริจาคเงินสักเล็กน้อย เพื่อเป็นค่าใช้จ่ายในการเผยแผ่พระธรรม การปรุงยา การเขียนยันต์ และการบำเพ็ญเพียรแสวงหาหนทางแห่งเซียนของสำนักนี้ได้หรือไม่
不知星辰意下如何？	ไม่รู้ว่าท่านหมายถึงสิ่งใด
不知是否有我帮得上忙的地方。	ไม่ทราบว่าข้าพอจะช่วยเหลือเจ้าได้หรือไม่
不知有谁能与我共度佳期，同赏明月呢？	ไม่รู้ว่าจะมีผู้ใดร่วมช่วงเวลาอันงดงามนี้ เพื่อชมจันทราด้วยกันบ้างเล่า?
不知本门的基础内功，轻功与绝技之中，你想先学哪一门？	ไม่ทราบว่าในวิทยายุทธ์ภายใน วิชาตัวเบา และท่าร่างของสำนักเรา เจ้าประสงค์จะเรียนวิชาใดก่อน?
不知近来义兄酒量可有进步？待我一试便知！	ไม่รู้ว่าช่วงนี้พี่น้องร่วมสาบานมีฝีมือเรื่องการดื่มดีขึ้นหรือไม่? รอข้าลองดูแล้วจะรู้เอง!
不知近来唐兄酒量可有进步？待我一试便知！	ไม่รู้ว่าช่วงนี้ท่านถังมีฝีมือในการดื่มดีขึ้นหรือไม่? รอข้าลองดูแล้วจะรู้เอง!
不老长春功	วิชาอมตะชั่วนิรันดร์
不老长春功增加实战经验 ZMCZ (+ZMDZ%)	วิชาอมตะชั่วนิรันดร์ เพิ่มประสบการณ์การต่อสู้ ZMCZ (+ZMDZ%)
不老长春功增加理论经验 ZMCZ (+ZMDZ%)	วิชาอมตะชั่วนิรันดร์ เพิ่มค่าประสบการณ์ทางทฤษฎี ZMCZ (+ZMDZ%)
不老长春功突破至第十重！	วิชาอมตะชั่วนิรันดร์ทะลุถึงขั้นที่สิบ!
不老长生	ความเป็นอมตะ
不胜荣幸	เป็นเกียรติอย่างยิ่ง
不能听终泪如雨	มิอาจฟังน้ำตาที่หลั่งรินดุจสายฝน
不自量力	ไม่รู้ตัว
不行......	ไม่ไหว...
不行不行，口水快挂成冰了。	ไม่นะ ไม่นะ น้ำลายจะแข็งเป็นน้ำแข็งแล้ว
不观看其他角色之间的对战	ไม่รับชมการประลองระหว่างตัวละครอื่น
不觉已鸣鸦	ไม่รู้ตัวว่ากาเริ่มขันแล้ว
不论如何，想取得宝藏，只怕免不了一场恶战了。	ไม่ว่าอย่างไรก็ตาม หากต้องการสมบัติ เกรงว่าจะต้องเผชิญศึกอันดุเดือดอย่างเลี่ยงไม่ได้
不论如何，想取得宝藏，需要先找到传说中那处地宫的入口。	ไม่ว่าอย่างไรก็ตาม หากต้องการค้นพบสมบัติ ก็ต้องหาทางเข้าของวังใต้ดินในตำนานให้พบก่อน
不论如何，想取得石碑，需要先找到传说中那处地宫的入口。	ไม่ว่าอย่างไรก็ตาม หากต้องการได้ศิลาจารึก จะต้องหาทางเข้าของวังใต้ดินในตำนานให้พบก่อน
不论如何，想取得神兵，需要先找到传说中那处遗迹的入口。	ไม่ว่าอย่างไรก็ตาม หากต้องการได้อาวุธเทพ ก็ต้องหาทางเข้าซากปรักหักพังในตำนานให้พบก่อน
不论如何，想寻得高人，需要先找到传说中那隐居地宫的入口。	ไม่ว่าอย่างไรก็ตาม หากต้องการตามหาปรมาจารย์ ก็ต้องหาทางเข้าของวังใต้ดินในตำนานให้พบก่อน
不论正邪贵贱，男女老少，只要能共饮三杯，便是朋友一场。	ไม่ว่าจะเป็นฝ่ายธรรมะหรืออธรรม ชนชั้นสูงหรือต่ำต้อย ชายหรือหญิง วัยหนุ่มหรือชรา เพียงได้ดื่มสามจอกร่วมกัน ก็ถือเป็นสหายกันแล้ว
不论结果如何，还望今日之经验教训，能令诸位日后通力合作，团结无间。	ไม่ว่าผลจะเป็นเช่นไร ข้าหวังว่าบทเรียนจากวันนี้จะทำให้ทุกท่านร่วมมือกันอย่างแน่นแฟ้นในวันข้างหน้า
不辱使命	มิให้เสื่อมเสียภารกิจ
不过จาง少侠你若想强取，我霹雳堂也不怕奉陪！	แต่ท่านจางน้อย หากท่านคิดจะบังคับ ข้าหอสายฟ้าก็ไม่กลัวที่จะร่วมมือด้วย!
不过หวัง掌门你若想强取，我金刚密宗也不怕奉陪！	แต่ท่านเจ้าสำนักหวัง หากท่านคิดจะบังคับ ข้าสายวิปัสสนาไพศาลก็ไม่กลัวที่จะร่วมมือด้วย!
不过เสี่ยวตู้弟日后若又想谋求差事，我唐门依旧欢迎。	แต่หากน้องเสี่ยวตู้คิดจะแสวงหาภารกิจอีกในภายภาคหน้า ตระกูลถังของเราก็ยังคงต้อนรับอยู่เสมอ
不过一旦入我唐门，便需拜掌门为师且不得私自收徒。	แต่เมื่อเข้าสู่ตระกูลถังของเราแล้ว จะต้องคารวะท่านเจ้าสำนักเป็นอาจารย์ และห้ามรับศิษย์ด้วยตนเองโดยเด็ดขาด
不过一旦入我天山派，便需拜掌门为师且不得私自收徒。	แต่หากเข้าสำนักเทียนซานของข้าแล้ว จะต้องคารวะท่านเจ้าสำนักเป็นอาจารย์ และห้ามรับศิษย์ด้วยตนเองโดยเด็ดขาด
不过听闻这梁山水寨也是能人辈出，绝非什么善茬。	แต่ได้ยินว่าหมู่บ้านเหลียงซานแห่งนี้ก็มีผู้คนฝีมือดีมากมาย ไม่ใช่พวกที่อ่อนแอเลยแม้แต่น้อย
不过在杀手身上，你发现了一封准备寄往仙霞派钱庄的信件，	แต่บนร่างของมือสังหาร เจ้ากลับพบจดหมายฉบับหนึ่งที่เตรียมจะส่งไปยังโรงรับจำนำของสำนักเซียนเสีย
不过在杀手身上，你发现了一封准备寄往峨眉派宿舍的信件，	แต่บนร่างของมือสังหาร เจ้ากลับพบจดหมายฉบับหนึ่งที่เตรียมจะส่งไปยังหอพักของสำนักง้อไบ๊
不过在杀手身上，你发现了一封准备寄往巴陵村酒馆的信件，	แต่บนร่างของมือสังหาร เจ้าพบจดหมายฉบับหนึ่งที่เตรียมส่งไปยังโรงเตี๊ยมหมู่บ้านปาหลิง
不过在杀手身上，你发现了一封准备寄往酒泉村岗哨的信件，	แต่บนร่างของมือสังหาร เจ้าพบจดหมายฉบับหนึ่งที่เตรียมส่งไปยังป้อมยามหมู่บ้านจิ่วฉวน
不过在杀手身上，你发现了一封准备寄往青城派农田的信件，	แต่บนร่างของนักฆ่า เจ้าพบจดหมายฉบับหนึ่งที่เตรียมส่งไปยังไร่นาของสำนักชิงเฉิง
不过平平而已	ก็ธรรมดาเท่านั้นเอง
不过既然จาง少侠坚持，只好恭敬不如从命了。	แต่ในเมื่อจอมยุทธจางยืนกรานเช่นนั้น ข้าก็จำต้องน้อมรับคำสั่งด้วยความเคารพ
不过既然จาง师弟坚持，只好恭敬不如从命了。	แต่ในเมื่อน้องจางยืนกรานเช่นนั้น ข้าก็จำต้องน้อมรับคำสั่งแล้ว
不过既然จาง弟坚持，只好恭敬不如从命了。	แต่ในเมื่อน้องจางยืนกราน ข้าก็จำต้องน้อมรับคำสั่งแล้ว
不过既然เสี่ยวตู้弟坚持，只好恭敬不如从命了。	แต่ในเมื่อน้องเสี่ยวตู้ยืนกราน ข้าก็จำต้องน้อมรับคำสั่งแล้ว
不过老生常谈而已	เป็นเพียงเรื่องที่คุ้นเคยเท่านั้น
不过能在这荒山野岭相遇，你我也算有些缘分。	แต่การได้พบกันในป่าเขาอันเปลี่ยวเหยินเช่นนี้ ก็ถือว่าเรามีวาสนาบางอย่างแล้วกระมัง
不过若是有质量问题，概不退换。	แต่หากมีปัญหาด้านคุณภาพ จะไม่รับคืนหรือเปลี่ยนให้ไม่ว่ากรณีใดๆ
不过若能投其所好的话，价值ZMDZ两的物品似乎也能接受。	แต่หากสามารถเอาใจเขาได้แล้ว สิ่งของที่มีมูลค่า ZMDZ สองก็ดูเหมือนจะรับได้
不过诸位弟子也不必灰心丧气，所谓留得青山在不怕没柴烧，	แต่เหล่าศิษย์ทั้งหลายก็อย่าได้สิ้นหวังเลย ดังคำกล่าวที่ว่า ตราบใดที่ภูเขายังอยู่ ก็ไม่ต้องกลัวว่าจะไม่มีฟืนให้เผา
不过这段时间多少会弄出些动静，守卫的警戒度也将上升ZMDZ%。	แต่ช่วงนี้คงจะมีเรื่องวุ่นวายเกิดขึ้นบ้าง ระดับการระแวดระวังของยามก็จะเพิ่มขึ้น ZMDZ%
不醉不归！	ไม่เมาก็ไม่กลับ!
不重投	ไม่ส่งซ้ำ
不错不错，干净整洁，焕然一新。	ไม่เลวเลย สะอาดสะอ้าน สดใหม่หมดจด
